Anonymous Order Key,Anonymous Customer Key,Order Date,Ship Date,Ship Mode,Segment,Country,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Product ID Reused,Product Name Multiple IDs,Product Key,Shipping Days,Order Year,Order Month Number,Order Month,Order Year-Month,Data Quality Issue Count,Data Quality Status,Data Quality Notes
ORD-02457,CUST-0144,2017-11-08,2017-11-11,Second Class,Consumer,United States,Kentucky,South,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,261.96,False,False,FUR-BO-10001798 | Bush Somerset Collection Bookcase,3,2017,11,November,2017-11,0,Passed,No known data-quality issue
ORD-04197,CUST-0282,2015-10-10,2015-10-10,Same Day,Corporate,United States,New Mexico,West,OFF-AR-10000937,Office Supplies,Art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255.85,False,False,"OFF-AR-10000937 | Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",0,2015,10,October,2015-10,0,Passed,No known data-quality issue
ORD-01870,CUST-0165,2017-05-26,2017-05-29,Second Class,Corporate,United States,Florida,South,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,184.704,False,False,OFF-ST-10000532 | Advantus Rolling Drawer Organizers,3,2017,5,May,2017-05,0,Passed,No known data-quality issue
ORD-01870,CUST-0165,2017-05-26,2017-05-29,Second Class,Corporate,United States,Florida,South,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,47.92,False,False,TEC-AC-10001267 | Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,3,2017,5,May,2017-05,0,Passed,No known data-quality issue
ORD-03204,CUST-0673,2018-12-01,2018-12-05,Standard Class,Consumer,United States,Pennsylvania,East,OFF-LA-10004853,Office Supplies,Labels,Avery 483,15.936,False,False,OFF-LA-10004853 | Avery 483,4,2018,12,December,2018-12,0,Passed,No known data-quality issue
ORD-03204,CUST-0673,2018-12-01,2018-12-05,Standard Class,Consumer,United States,Pennsylvania,East,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",8.001,False,False,"OFF-BI-10001759 | Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",4,2018,12,December,2018-12,0,Passed,No known data-quality issue
ORD-03204,CUST-0673,2018-12-01,2018-12-05,Standard Class,Consumer,United States,Pennsylvania,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,398.972,False,False,FUR-CH-10003379 | Global Commerce Series High-Back Swivel/Tilt Chairs,4,2018,12,December,2018-12,0,Passed,No known data-quality issue
ORD-02707,CUST-0326,2017-09-20,2017-09-24,Standard Class,Home Office,United States,Washington,West,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,False,False,FUR-BO-10002853 | O'Sullivan 5-Shelf Heavy-Duty Bookcases,4,2017,9,September,2017-09,0,Passed,No known data-quality issue
ORD-04864,CUST-0126,2018-09-11,2018-09-15,Standard Class,Consumer,United States,Virginia,South,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,67.9,False,False,OFF-AP-10000027 | Hoover Commercial SteamVac,4,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-02600,CUST-0263,2017-12-30,2018-01-04,Standard Class,Consumer,United States,Florida,South,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,72.224,False,False,OFF-PA-10002421 | Embossed Ink Jet Note Cards,5,2017,12,December,2017-12,0,Passed,No known data-quality issue
ORD-02804,CUST-0482,2018-09-02,2018-09-04,Second Class,Consumer,United States,Colorado,West,OFF-LA-10002475,Office Supplies,Labels,Avery 519,11.696,False,False,OFF-LA-10002475 | Avery 519,2,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-00697,CUST-0518,2015-11-18,2015-11-23,Standard Class,Corporate,United States,Wisconsin,Central,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,False,False,FUR-CH-10001482 | Office Star - Mesh Screen back chair with Vinyl seat,5,2015,11,November,2015-11,0,Passed,No known data-quality issue
ORD-00819,CUST-0370,2016-11-21,2016-11-24,First Class,Consumer,United States,North Carolina,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",18.176,False,False,"FUR-FU-10000087 | Executive Impressions 14"" Two-Color Numerals Wall Clock",3,2016,11,November,2016-11,0,Passed,No known data-quality issue
ORD-03813,CUST-0194,2018-06-19,2018-06-26,Standard Class,Home Office,United States,Texas,Central,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,6.888,False,False,OFF-BI-10003166 | GBC Plasticlear Binding Covers,7,2018,6,June,2018-06,0,Passed,No known data-quality issue
ORD-03813,CUST-0194,2018-06-19,2018-06-26,Standard Class,Home Office,United States,Texas,Central,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",457.485,False,False,"FUR-TA-10000688 | Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",7,2018,6,June,2018-06,0,Passed,No known data-quality issue
ORD-04904,CUST-0741,2018-11-30,2018-12-03,First Class,Consumer,United States,Pennsylvania,East,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,1079.316,False,False,FUR-CH-10003981 | Global Commerce Series Low-Back Swivel/Tilt Chairs,3,2018,11,November,2018-11,0,Passed,No known data-quality issue
ORD-00152,CUST-0569,2015-04-23,2015-04-26,Second Class,Home Office,United States,California,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,48.91,False,False,OFF-PA-10001878 | Xerox 1891,3,2015,4,April,2015-04,0,Passed,No known data-quality issue
ORD-00718,CUST-0771,2015-09-23,2015-09-25,First Class,Consumer,United States,Delaware,East,OFF-AR-10002375,Office Supplies,Art,Newell 351,9.84,False,False,OFF-AR-10002375 | Newell 351,2,2015,9,September,2015-09,0,Passed,No known data-quality issue
ORD-00718,CUST-0771,2015-09-23,2015-09-25,First Class,Consumer,United States,Delaware,East,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,False,False,OFF-BI-10004965 | Ibico Covers for Plastic or Wire Binding Elements,2,2015,9,September,2015-09,0,Passed,No known data-quality issue
ORD-03239,CUST-0659,2018-03-02,2018-03-02,Same Day,Corporate,United States,Texas,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,0.556,False,False,OFF-BI-10004022 | Acco Suede Grain Vinyl Round Ring Binder,0,2018,3,March,2018-03,0,Passed,No known data-quality issue
ORD-04714,CUST-0741,2018-11-17,2018-11-21,Second Class,Consumer,United States,Maryland,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",43.8,False,False,"OFF-BI-10000050 | Angle-D Binders with Locking Rings, Label Holders",4,2018,11,November,2018-11,0,Passed,No known data-quality issue
ORD-03961,CUST-0041,2018-05-28,2018-06-01,Standard Class,Corporate,United States,Ohio,East,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),13.872,False,False,OFF-PA-10002464 | HP Office Recycled Paper (20Lb. and 87 Bright),4,2018,5,May,2018-05,0,Passed,No known data-quality issue
ORD-03961,CUST-0041,2018-05-28,2018-06-01,Standard Class,Corporate,United States,Ohio,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",115.96,False,False,"FUR-BO-10004709 | Bush Westfield Collection Bookcases, Medium Cherry Finish",4,2018,5,May,2018-05,0,Passed,No known data-quality issue
ORD-04405,CUST-0534,2016-04-18,2016-04-22,Second Class,Corporate,United States,Texas,Central,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",41.424,False,False,"TEC-AC-10003590 | TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",4,2016,4,April,2016-04,0,Passed,No known data-quality issue
ORD-04405,CUST-0534,2016-04-18,2016-04-22,Second Class,Corporate,United States,Texas,Central,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,244.768,False,False,TEC-PH-10003357 | Grandstream GXP2100 Mainstream Business Phone,4,2016,4,April,2016-04,0,Passed,No known data-quality issue
ORD-04405,CUST-0534,2016-04-18,2016-04-22,Second Class,Corporate,United States,Texas,Central,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",74.352,False,False,"OFF-AR-10003373 | Boston School Pro Electric Pencil Sharpener, 1670",4,2016,4,April,2016-04,0,Passed,No known data-quality issue
ORD-04405,CUST-0534,2016-04-18,2016-04-22,Second Class,Corporate,United States,Texas,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,False,False,"OFF-BI-10003676 | GBC Standard Recycled Report Covers, Clear Plastic Sheets",4,2016,4,April,2016-04,0,Passed,No known data-quality issue
ORD-04405,CUST-0534,2016-04-18,2016-04-22,Second Class,Corporate,United States,Texas,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",56.686,False,False,"FUR-CH-10000225 | Global Geo Office Task Chair, Gray",4,2016,4,April,2016-04,0,Passed,No known data-quality issue
ORD-04405,CUST-0534,2016-04-18,2016-04-22,Second Class,Corporate,United States,Texas,Central,TEC-PH-10001870,Technology,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,97.968,False,False,TEC-PH-10001870 | Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,4,2016,4,April,2016-04,0,Passed,No known data-quality issue
ORD-04405,CUST-0534,2016-04-18,2016-04-22,Second Class,Corporate,United States,Texas,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,7.872,False,False,OFF-AR-10003481 | Newell 348,4,2016,4,April,2016-04,0,Passed,No known data-quality issue
ORD-04405,CUST-0534,2016-04-18,2016-04-22,Second Class,Corporate,United States,Texas,Central,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,15.552,False,False,OFF-PA-10003936 | Xerox 1994,4,2016,4,April,2016-04,0,Passed,No known data-quality issue
ORD-04405,CUST-0534,2016-04-18,2016-04-22,Second Class,Corporate,United States,Texas,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,1.476,False,False,OFF-BI-10000320 | GBC Plastic Binding Combs,4,2016,4,April,2016-04,0,Passed,No known data-quality issue
ORD-01274,CUST-0510,2016-09-19,2016-09-24,Standard Class,Home Office,United States,New Mexico,West,OFF-AR-10001972,Office Supplies,Art,Newell 323,8.4,False,False,OFF-AR-10001972 | Newell 323,5,2016,9,September,2016-09,0,Passed,No known data-quality issue
ORD-00345,CUST-0123,2015-03-25,2015-03-30,Standard Class,Consumer,United States,California,West,OFF-AR-10003829,Office Supplies,Art,Newell 35,6.56,False,False,OFF-AR-10003829 | Newell 35,5,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-00345,CUST-0123,2015-03-25,2015-03-30,Standard Class,Consumer,United States,California,West,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,False,False,"OFF-AR-10003338 | Eberhard Faber 3 1/2"" Golf Pencils",5,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-00345,CUST-0123,2015-03-25,2015-03-30,Standard Class,Consumer,United States,California,West,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,45.48,False,False,TEC-AC-10002558 | Imation Swivel Flash Drive USB flash drive - 8 GB,5,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-00345,CUST-0123,2015-03-25,2015-03-30,Standard Class,Consumer,United States,California,West,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",25.44,False,False,"OFF-AR-10000034 | BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",5,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-04433,CUST-0426,2017-08-26,2017-08-31,Standard Class,Corporate,United States,New York,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,146.688,False,False,OFF-BI-10001510 | Deluxe Heavy-Duty Vinyl Round Ring Binder,5,2017,8,August,2017-08,0,Passed,No known data-quality issue
ORD-03719,CUST-0242,2018-03-06,2018-03-12,Standard Class,Consumer,United States,Texas,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,4.928,False,False,OFF-LA-10000134 | Avery 511,6,2018,3,March,2018-03,0,Passed,No known data-quality issue
ORD-03719,CUST-0242,2018-03-06,2018-03-12,Standard Class,Consumer,United States,Texas,Central,OFF-AR-10000588,Office Supplies,Art,Newell 345,63.488,False,False,OFF-AR-10000588 | Newell 345,6,2018,3,March,2018-03,0,Passed,No known data-quality issue
ORD-00941,CUST-0023,2016-11-11,2016-11-11,Same Day,Corporate,United States,Michigan,Central,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",418.32,False,False,"OFF-ST-10003282 | Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",0,2016,11,November,2016-11,0,Passed,No known data-quality issue
ORD-00941,CUST-0023,2016-11-11,2016-11-11,Same Day,Corporate,United States,Michigan,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",123.858,False,False,"OFF-AP-10002311 | Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",0,2016,11,November,2016-11,0,Passed,No known data-quality issue
ORD-02622,CUST-0373,2017-04-05,2017-04-09,Standard Class,Consumer,United States,Pennsylvania,East,TEC-PH-10000141,Technology,Phones,Clearsounds A400,118.782,False,False,TEC-PH-10000141 | Clearsounds A400,4,2017,4,April,2017-04,0,Passed,No known data-quality issue
ORD-02622,CUST-0373,2017-04-05,2017-04-09,Standard Class,Consumer,United States,Pennsylvania,East,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,769.184,False,False,OFF-SU-10000646 | Premier Automatic Letter Opener,4,2017,4,April,2017-04,0,Passed,No known data-quality issue
ORD-03254,CUST-0214,2018-02-21,2018-02-26,Standard Class,Consumer,United States,Texas,Central,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,47.904,False,False,TEC-AC-10002076 | Microsoft Natural Keyboard Elite,5,2018,2,February,2018-02,0,Passed,No known data-quality issue
ORD-04682,CUST-0051,2018-07-20,2018-07-25,Standard Class,Corporate,United States,New York,East,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,13.36,False,False,OFF-PA-10000743 | Xerox 1977,5,2018,7,July,2018-07,0,Passed,No known data-quality issue
ORD-04682,CUST-0051,2018-07-20,2018-07-25,Standard Class,Corporate,United States,New York,East,FUR-CH-10002780,Furniture,Chairs,Office Star - Task Chair with Contemporary Loop Arms,163.764,False,False,FUR-CH-10002780 | Office Star - Task Chair with Contemporary Loop Arms,5,2018,7,July,2018-07,0,Passed,No known data-quality issue
ORD-04682,CUST-0051,2018-07-20,2018-07-25,Standard Class,Corporate,United States,New York,East,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,183.92,False,False,FUR-FU-10000747 | Tenex B1-RE Series Chair Mats for Low Pile Carpets,5,2018,7,July,2018-07,0,Passed,No known data-quality issue
ORD-04457,CUST-0700,2017-11-04,2017-11-08,Standard Class,Consumer,United States,Texas,Central,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",11.376,False,False,"FUR-FU-10002445 | DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",4,2017,11,November,2017-11,0,Passed,No known data-quality issue
ORD-04457,CUST-0700,2017-11-04,2017-11-08,Standard Class,Consumer,United States,Texas,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,False,False,"FUR-FU-10000723 | Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",4,2017,11,November,2017-11,0,Passed,No known data-quality issue
ORD-03186,CUST-0199,2018-09-23,2018-09-29,Standard Class,Consumer,United States,California,West,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,211.04,False,False,OFF-PA-10003641 | Xerox 1909,6,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-03186,CUST-0199,2018-09-23,2018-09-29,Standard Class,Consumer,United States,California,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,594.816,False,False,FUR-CH-10003973 | GuestStacker Chair with Chrome Finish Legs,6,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-03186,CUST-0199,2018-09-23,2018-09-29,Standard Class,Consumer,United States,California,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,72.96,False,False,OFF-BI-10000977 | Ibico Plastic Spiral Binding Combs,6,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-04778,CUST-0591,2018-09-07,2018-09-10,First Class,Consumer,United States,Washington,West,FUR-FU-10004053,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,80.96,False,False,FUR-FU-10004053 | DAX Two-Tone Silver Metal Document Frame,3,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-04778,CUST-0591,2018-09-07,2018-09-10,First Class,Consumer,United States,Washington,West,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,455.712,False,False,TEC-PH-10002033 | Konftel 250 Conference phone - Charcoal black,3,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-04778,CUST-0591,2018-09-07,2018-09-10,First Class,Consumer,United States,Washington,West,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,25.98,False,False,OFF-AR-10004260 | Boston 1799 Powerhouse Electric Pencil Sharpener,3,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-01610,CUST-0039,2016-11-28,2016-11-30,First Class,Consumer,United States,California,West,OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",45.28,False,False,"OFF-AP-10004655 | Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",2,2016,11,November,2016-11,0,Passed,No known data-quality issue
ORD-04383,CUST-0253,2016-11-12,2016-11-18,Standard Class,Consumer,United States,New York,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,15.56,False,True,OFF-EN-10001539 | Staple envelope,6,2016,11,November,2016-11,1,Review Required,Product name linked to multiple IDs
ORD-01782,CUST-0279,2017-09-29,2017-10-03,Standard Class,Corporate,United States,Oregon,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,False,False,TEC-PH-10001817 | Wilson Electronics DB Pro Signal Booster,4,2017,9,September,2017-09,0,Passed,No known data-quality issue
ORD-03311,CUST-0715,2018-09-11,2018-09-13,Second Class,Consumer,United States,Kentucky,South,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",195.68,False,False,"OFF-AP-10002578 | Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",2,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-03311,CUST-0715,2018-09-11,2018-09-13,Second Class,Consumer,United States,Kentucky,South,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",14.2,False,False,"OFF-FA-10000992 | Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",2,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-02966,CUST-0027,2018-05-01,2018-05-02,First Class,Consumer,United States,Florida,South,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,314.352,False,False,FUR-BO-10001798 | Bush Somerset Collection Bookcase,1,2018,5,May,2018-05,0,Passed,No known data-quality issue
ORD-02966,CUST-0027,2018-05-01,2018-05-02,First Class,Consumer,United States,Florida,South,OFF-LA-10004409,Office Supplies,Labels,Avery 492,4.608,False,False,OFF-LA-10004409 | Avery 492,1,2018,5,May,2018-05,0,Passed,No known data-quality issue
ORD-03362,CUST-0186,2018-09-16,2018-09-20,Standard Class,Corporate,United States,California,West,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",17.9,False,False,"OFF-FA-10000621 | OIC Colored Binder Clips, Assorted Sizes",4,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-00637,CUST-0653,2015-10-19,2015-10-22,Second Class,Corporate,United States,California,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,2.992,False,False,OFF-BI-10003196 | Accohide Poly Flexible Ring Binders,3,2015,10,October,2015-10,0,Passed,No known data-quality issue
ORD-00637,CUST-0653,2015-10-19,2015-10-22,Second Class,Corporate,United States,California,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,20.064,False,False,OFF-BI-10003727 | Avery Durable Slant Ring Binders With Label Holder,3,2015,10,October,2015-10,0,Passed,No known data-quality issue
ORD-00637,CUST-0653,2015-10-19,2015-10-22,Second Class,Corporate,United States,California,West,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,146.73,False,False,OFF-PA-10003228 | Xerox 1917,3,2015,10,October,2015-10,0,Passed,No known data-quality issue
ORD-00637,CUST-0653,2015-10-19,2015-10-22,Second Class,Corporate,United States,California,West,OFF-LA-10002787,Office Supplies,Labels,Avery 480,18.75,False,False,OFF-LA-10002787 | Avery 480,3,2015,10,October,2015-10,0,Passed,No known data-quality issue
ORD-00637,CUST-0653,2015-10-19,2015-10-22,Second Class,Corporate,United States,California,West,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,117.576,False,False,TEC-PH-10001305 | Panasonic KX TS208W Corded phone,3,2015,10,October,2015-10,0,Passed,No known data-quality issue
ORD-01967,CUST-0195,2017-03-13,2017-03-18,Standard Class,Home Office,United States,California,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,51.184,False,False,OFF-BI-10001036 | Cardinal EasyOpen D-Ring Binders,5,2017,3,March,2017-03,0,Passed,No known data-quality issue
ORD-02953,CUST-0149,2018-02-17,2018-02-20,First Class,Home Office,United States,Ohio,East,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,False,False,"FUR-TA-10001086 | SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",3,2018,2,February,2018-02,0,Passed,No known data-quality issue
ORD-02953,CUST-0149,2018-02-17,2018-02-20,First Class,Home Office,United States,Ohio,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,False,False,"OFF-BI-10001525 | Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",3,2018,2,February,2018-02,0,Passed,No known data-quality issue
ORD-02953,CUST-0149,2018-02-17,2018-02-20,First Class,Home Office,United States,Ohio,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,57.594,False,False,TEC-PH-10000526 | Vtech CS6719,3,2018,2,February,2018-02,0,Passed,No known data-quality issue
ORD-02953,CUST-0149,2018-02-17,2018-02-20,First Class,Home Office,United States,Ohio,East,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,30.144,False,False,FUR-FU-10004973 | Flat Face Poster Frame,3,2018,2,February,2018-02,0,Passed,No known data-quality issue
ORD-02953,CUST-0149,2018-02-17,2018-02-20,First Class,Home Office,United States,Ohio,East,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,False,False,FUR-CH-10003981 | Global Commerce Series Low-Back Swivel/Tilt Chairs,3,2018,2,February,2018-02,0,Passed,No known data-quality issue
ORD-01900,CUST-0227,2017-12-22,2017-12-28,Standard Class,Consumer,United States,California,West,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,842.72,False,False,FUR-FU-10000277 | Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,6,2017,12,December,2017-12,0,Passed,No known data-quality issue
ORD-01900,CUST-0227,2017-12-22,2017-12-28,Standard Class,Consumer,United States,California,West,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,False,False,FUR-FU-10001934 | Magnifier Swing Arm Lamp,6,2017,12,December,2017-12,0,Passed,No known data-quality issue
ORD-02574,CUST-0231,2017-09-23,2017-09-27,Standard Class,Corporate,United States,Washington,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",13.216,False,False,"OFF-BI-10004970 | ACCOHIDE 3-Ring Binder, Blue, 1""",4,2017,9,September,2017-09,0,Passed,No known data-quality issue
ORD-02574,CUST-0231,2017-09-23,2017-09-27,Standard Class,Corporate,United States,Washington,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,184.752,False,False,FUR-CH-10003396 | Global Deluxe Steno Chair,4,2017,9,September,2017-09,0,Passed,No known data-quality issue
ORD-03716,CUST-0652,2018-09-24,2018-09-26,First Class,Consumer,United States,Illinois,Central,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,520.464,False,False,FUR-CH-10003973 | GuestStacker Chair with Chrome Finish Legs,2,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-03716,CUST-0652,2018-09-24,2018-09-26,First Class,Consumer,United States,Illinois,Central,OFF-PA-10002109,Office Supplies,Paper,Wirebound Voice Message Log Book,11.424,False,False,OFF-PA-10002109 | Wirebound Voice Message Log Book,2,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-00907,CUST-0483,2016-12-01,2016-12-05,Standard Class,Home Office,United States,Michigan,Central,OFF-PA-10001826,Office Supplies,Paper,Xerox 207,19.44,False,False,OFF-PA-10001826 | Xerox 207,4,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-00907,CUST-0483,2016-12-01,2016-12-05,Standard Class,Home Office,United States,Michigan,Central,OFF-AR-10000823,Office Supplies,Art,Newell 307,3.64,False,False,OFF-AR-10000823 | Newell 307,4,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-00907,CUST-0483,2016-12-01,2016-12-05,Standard Class,Home Office,United States,Michigan,Central,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,False,False,"OFF-PA-10001776 | Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",4,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-02721,CUST-0350,2017-01-25,2017-01-28,Second Class,Corporate,United States,New York,East,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",43.12,False,False,"OFF-BI-10003676 | GBC Standard Recycled Report Covers, Clear Plastic Sheets",3,2017,1,January,2017-01,0,Passed,No known data-quality issue
ORD-02721,CUST-0350,2017-01-25,2017-01-28,Second Class,Corporate,United States,New York,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,313.722,False,False,FUR-TA-10001095 | Chromcraft Round Conference Tables,3,2017,1,January,2017-01,0,Passed,No known data-quality issue
